record,segment_start_sec,rr_mean,rr_std,ptt_mean,r_peak_amp_mean,pulse_amp_mean,ecg_std,ppg_std,official_hr,label,multi_label
bidmc_01,0,0.6382857142857142,0.0061809450436525,0.6142857142857141,0.9815225518795222,0.1268797616757617,0.2205360492359855,0.0646240246606737,93.6,0,0
bidmc_01,5,0.6365714285714285,0.0058274508726774,0.6148571428571428,0.9794803191060086,0.126110700471097,0.2119352296363519,0.0667824249153047,93.9,0,0
bidmc_01,10,0.6371428571428571,0.0057427860692119,0.6159999999999999,0.9792977545405224,0.1214068165046665,0.2095304462060404,0.0635593720502807,94.1,0,0
bidmc_01,15,0.6377142857142857,0.003614031611621,0.6182857142857142,0.971162151628704,0.1301268954036597,0.2113944040830495,0.0663939677503513,94.1,0,0
bidmc_01,20,0.6411428571428571,0.0041206300291017,0.6228571428571428,0.95794327056009,0.1373286161485483,0.2089954799636137,0.0748727103509006,94.0,0,0
bidmc_01,25,0.6467692307692308,0.0061538461538461,0.6264615384615383,0.9636552143200064,0.145288808882088,0.2084325496175214,0.0730029341245356,93.8,0,0
bidmc_01,30,0.652,0.0065900357683833,0.6319999999999999,0.9751785147642588,0.1446284514685372,0.2122603737001868,0.0720858658579421,93.1,0,0
bidmc_01,35,0.6542857142857141,0.0061809450436525,0.6799999999999998,0.9686165761298516,0.1412635388133824,0.2315236540706414,0.0708029703629973,92.3,0,0
bidmc_01,40,0.6553846153846152,0.0454135500984494,0.5999999999999999,0.8855195787344303,0.1307222647708653,0.2306594784730892,0.0692316136676797,92.6,0,0
bidmc_01,45,0.6571428571428571,0.0041206300291017,0.6377142857142857,0.978280865351093,0.1162623524207596,0.2203987592432401,0.0600001071179152,92.2,0,0
bidmc_01,50,0.6639999999999999,0.005434929763894,0.6424615384615383,0.9958884979015,0.1166264129825477,0.2205150761650184,0.0585666387240361,91.1,0,0
bidmc_01,55,0.6627692307692308,0.0103340649992287,0.6045714285714284,0.976981297269424,0.1105659595604202,0.2142248766659688,0.0562961621698068,90.5,0,0
bidmc_01,60,0.6622857142857141,0.0075159693931233,0.6523076923076923,0.8743053471438956,0.1186732314888414,0.2146938204618824,0.0621314630472443,90.1,0,0
bidmc_01,65,0.659076923076923,0.0049994082490067,0.6067692307692307,0.9722167559786822,0.1283517992077312,0.2161361523150881,0.0649024539088065,90.6,0,0
bidmc_01,70,0.6571428571428571,0.002799416848895,0.5706666666666664,0.9797160858794376,0.1298894880313156,0.2203151662850166,0.0660309445557849,91.0,0,0
bidmc_01,75,0.6584615384615383,0.0036923076923076,0.5182857142857142,0.9708083083628304,0.1323404416337226,0.2156712575894848,0.070571517411998,91.0,0,0
bidmc_01,80,0.6554285714285715,0.0063887656499994,0.3962666666666666,0.969027853870408,0.1225658235468109,0.223443107611906,0.0624143161713607,91.0,0,0
bidmc_01,85,0.6485714285714285,0.0174916889885874,0.6453333333333333,0.8397310250958131,0.0985097864484773,0.222503827067564,0.0487267934568699,91.4,0,0
bidmc_01,90,0.6492307692307692,0.0413728893882378,0.408,0.813231278975398,0.0358829880412385,0.2394183708736895,0.0263139448104663,92.3,0,0
bidmc_01,95,0.6531428571428571,0.0038332593899996,0.4097142857142857,0.9795631958228512,0.0262669093540296,0.2193789754139327,0.0233059127820426,92.6,0,0
bidmc_01,100,0.6548571428571428,0.0051110125199995,0.1982857142857143,0.9810266717740548,0.0556687256840815,0.2505636196781789,0.0301313601569034,92.2,0,0
bidmc_01,105,0.6547692307692307,0.0042635096801695,0.4030769230769231,0.9807931781619108,0.0822991348227729,0.2115017517034934,0.0426504368352547,92.0,0,0
bidmc_01,110,0.6537142857142857,0.003614031611621,0.6365714285714285,0.9844135181411736,0.0816642001829673,0.2147282762646867,0.0418712879995735,92.0,0,0
bidmc_01,115,0.6548571428571428,0.0305166398235855,0.5982857142857141,0.993960676236604,0.0844435529428797,0.2187005158336545,0.0437245908914117,92.0,0,0
bidmc_01,120,0.6584615384615383,0.0130832563849041,0.5975384615384614,0.7505505834840811,0.1016828048415591,0.2121382190991949,0.0504008763712873,91.7,0,0
bidmc_01,125,0.6588571428571427,0.0083397254396151,0.6388571428571428,0.8495111156037255,0.115436821121131,0.216715143247278,0.0577108654369573,91.2,0,0
bidmc_01,130,0.6603076923076923,0.0080706935683717,0.6387692307692306,0.8288093422802233,0.1297420666634254,0.2201524428288004,0.0674837366261486,91.0,0,0
bidmc_01,135,0.6605714285714285,0.0039589732744431,0.6439999999999999,0.9700866274837872,0.1288298512600308,0.2200477157552696,0.0642807723683611,91.0,0,0
bidmc_01,140,0.6559999999999999,0.0060474315681476,0.5963076923076922,0.9752377403838488,0.1245515000337252,0.2220950335402536,0.0640332866482059,91.0,0,0
bidmc_01,145,0.6531428571428571,0.0048822878544671,0.5097142857142856,1.009053496379436,0.1255061255517983,0.2148503037879674,0.0624110605714182,91.3,0,0
bidmc_01,150,0.6542857142857141,0.0044629998148038,0.5108571428571428,0.9910244461049692,0.125988311731998,0.218253829794251,0.0642163255813402,91.8,0,0
bidmc_01,155,0.6559999999999999,0.005434929763894,0.5588571428571427,0.9714228410423938,0.1286598498993886,0.2185067319919617,0.0675971448721703,92.0,0,0
bidmc_01,160,0.6577142857142857,0.0053908463611752,0.561142857142857,0.9756988021231848,0.1285007627716848,0.2107420111686458,0.0642660560287778,91.5,0,0
bidmc_01,165,0.6577142857142856,0.0044629998148038,0.4691428571428571,0.981199485226272,0.1270523576932905,0.2164043644551562,0.0662964354440857,91.0,0,0
bidmc_01,170,0.6584615384615383,0.0048455433070841,0.5519999999999999,0.9897252955594756,0.130113406780162,0.2158940847976542,0.0656596102524304,91.0,0,0
bidmc_01,175,0.6571428571428571,0.0041206300291017,0.644,0.9951473914480012,0.1278101634119868,0.2167501629676481,0.0641381388214301,91.0,0,0
bidmc_01,180,0.6584615384615383,0.0036923076923076,0.6283076923076922,0.9757447713462736,0.1274803152625603,0.219578997134889,0.0651193234346992,91.0,0,0
bidmc_01,185,0.6588571428571429,0.0038332593899996,0.6257142857142857,0.9914763594748036,0.1281001087512531,0.2159424389732899,0.0635127561389602,91.0,0,0
bidmc_01,190,0.6554285714285714,0.0252012309385142,0.5874285714285713,0.8589753751185663,0.1263442033167596,0.2181734043837497,0.0646373225494355,91.2,0,0
bidmc_01,195,0.6578461538461536,0.0266540404033325,0.5852307692307691,0.8421578932941269,0.1254309775964041,0.2148992573106853,0.0638010553812288,91.7,0,0
bidmc_01,200,0.6634285714285715,0.0047466422073817,0.6342857142857142,0.9937758468665856,0.1262258869737882,0.2161445922291337,0.0626941232000571,91.1,0,0
bidmc_01,205,0.6621538461538461,0.0046051167837217,0.6399999999999999,0.9929187140703708,0.135054887540983,0.2141998269815556,0.0673527412616985,90.3,0,0
bidmc_01,210,0.6599999999999999,0.0058554004376912,0.6365714285714285,0.9726659469663282,0.1289965416919911,0.2200225950683568,0.0639170739526013,90.7,0,0
bidmc_01,215,0.6582857142857143,0.0063631592718057,0.6338461538461537,0.9864429296694656,0.1281139483592402,0.2216704382418457,0.0661537993704907,91.0,0,0
bidmc_01,220,0.6603076923076923,0.0050745915392217,0.6363076923076922,0.9902700706785408,0.1296878936985154,0.2140098259123972,0.0644886899096121,91.0,0,0
bidmc_01,225,0.6622857142857141,0.0032826072265931,0.6394285714285713,0.9727595700451696,0.1309330586550457,0.2154920926623304,0.065070158424067,91.0,0,0
bidmc_01,230,0.6596923076923076,0.0059663752091277,0.6424615384615383,0.9685799989036812,0.130951536601367,0.2143140971643275,0.0657849270101318,91.0,0,0
bidmc_01,235,0.6577142857142857,0.0044629998148038,0.6474285714285715,0.985811245520276,0.1275192978179895,0.2191561637888769,0.0636849866853434,91.0,0,0
bidmc_01,240,0.6565714285714285,0.0047466422073817,0.5987692307692307,0.982970706285715,0.1279674216636741,0.2187915349274519,0.064139010032429,91.0,0,0
bidmc_01,245,0.6571428571428571,0.0059384599116647,0.5119999999999999,0.9652057979414472,0.1284464840233601,0.2099433479891454,0.0634641680540858,91.0,0,0
bidmc_01,250,0.6577142857142857,0.0053908463611752,0.513142857142857,0.9668395074727508,0.1278475120005868,0.2143654894046398,0.0644302283184567,91.0,0,0
bidmc_01,255,0.6566153846153846,0.0049230769230769,0.5513846153846154,0.9766680724001447,0.1318367498457875,0.2116663541641486,0.0676972647194194,91.0,0,0
bidmc_01,260,0.6565714285714286,0.0047466422073817,0.5137142857142856,0.9876990045171824,0.1295747979501128,0.2181906806208164,0.0644838435425821,91.0,0,0
bidmc_01,265,0.6588571428571427,0.0038332593899996,0.5544615384615385,0.9994140306688928,0.1293645492571715,0.222743792087539,0.0645963318461998,91.0,0,0
bidmc_01,270,0.6578461538461539,0.0046051167837217,0.5883076923076922,0.9809702954185172,0.1290630217303713,0.2129705456062716,0.0635414614111782,91.0,0,0
bidmc_01,275,0.6565714285714286,0.0047466422073817,0.629142857142857,0.9612993725796912,0.1300594584707581,0.2128106658919071,0.0644216686546413,91.0,0,0
bidmc_01,280,0.6566153846153846,0.0049230769230769,0.6326153846153845,0.960941971339948,0.1318415958279489,0.2102571317830609,0.068335686280238,91.0,0,0
bidmc_01,285,0.6571428571428571,0.0041206300291017,0.6359999999999999,0.9615114819174584,0.1267274037300272,0.2165886108217267,0.0618165387024648,91.0,0,0
bidmc_01,290,0.6571428571428571,0.0051110125199995,0.6369230769230769,0.9744192996125712,0.1260498414788927,0.2185814841160417,0.0646268690003573,91.0,0,0
bidmc_01,295,0.6504615384615384,0.0222731828564355,0.5942857142857142,0.9527192444541216,0.1332485940269837,0.2106034400952955,0.0682450076317456,91.0,0,0
bidmc_01,300,0.6571428571428571,0.0138091953983937,0.6308571428571428,0.8287419391474449,0.1312549050820761,0.2162401914440709,0.0660271579337349,91.2,0,0
bidmc_01,305,0.6584615384615383,0.0048455433070841,0.6344615384615384,0.966195839137035,0.1356026939999439,0.2221100591021447,0.0669388234357839,91.2,0,0
bidmc_01,310,0.6571428571428571,0.0059384599116647,0.6377142857142857,0.9573860319121548,0.1334979030404118,0.2161115422386544,0.0651653471095081,90.9,0,0
bidmc_01,315,0.6542857142857142,0.0053908463611752,0.6411428571428571,0.9652945041251338,0.1336939552156237,0.2293910849960892,0.067754692293941,91.1,0,0
bidmc_01,320,0.6553846153846153,0.0127311759172782,0.5975384615384615,0.80734615128792,0.1326462878890475,0.2118903918795481,0.0648599364857073,91.7,0,0
bidmc_01,325,0.653142857142857,0.0303288103079213,0.5306666666666666,0.8982853911755275,0.1280300149374016,0.2156751467550979,0.0638857985287445,91.6,0,0
bidmc_01,330,0.6559999999999999,0.0636418550506324,0.5249230769230768,0.9259077563955762,0.1277017428374395,0.220639007906151,0.0673020311690387,91.1,0,0
bidmc_01,335,0.6571428571428569,0.0285027746590626,0.612,0.8595781729903744,0.1241380332955701,0.2147788550879619,0.0628566366502879,91.4,0,0
bidmc_01,340,0.6605714285714285,0.0039589732744431,0.6053333333333332,0.9904557572194918,0.1161050959016567,0.2310215404697748,0.0597964619546494,91.4,0,0
bidmc_01,345,0.6584615384615383,0.0048455433070841,0.5987692307692307,0.996630612583418,0.1167998676117626,0.2162779841461443,0.059448728741968,91.0,0,0
bidmc_01,350,0.6548571428571428,0.0041206300291017,0.5577142857142856,0.9980166559500636,0.1251448553950886,0.2178655208554444,0.0626888411728083,91.2,0,0
bidmc_01,355,0.6578461538461539,0.0055725447003922,0.6006153846153846,0.9792519860029312,0.1338980596191198,0.2193798235509571,0.0657876455525229,91.7,0,0
bidmc_01,360,0.6588571428571429,0.0048822878544671,0.6005714285714285,0.9713318082993692,0.130529774405191,0.2105547542788838,0.0632048851814667,91.5,0,0
bidmc_01,365,0.6594285714285714,0.0039589732744431,0.5891428571428571,0.9659062702376386,0.1329855313251431,0.2260175160092902,0.0661806704107751,91.0,0,0
bidmc_01,370,0.6578461538461539,0.0046051167837217,0.6319999999999999,0.9847948472312116,0.1393553417785214,0.2134097690991751,0.0694369502685384,91.0,0,0
bidmc_01,375,0.6577142857142856,0.0032826072265931,0.6342857142857142,0.9844236093764788,0.1323718742602755,0.2159558624408244,0.0653381266483226,91.0,0,0
bidmc_01,380,0.6646153846153845,0.0066278951472424,0.6326153846153845,0.9800678361975264,0.1371152100983592,0.2136818425501584,0.0685383068854841,91.0,0,0
bidmc_01,385,0.6702857142857143,0.0032826072265931,0.6308571428571428,0.988535534695164,0.1342180961870226,0.2138567545769069,0.0660688655154535,90.5,0,0
bidmc_01,390,0.6695384615384616,0.0048455433070841,0.6363076923076922,0.9819473344165792,0.134924874830245,0.2166576131946551,0.0662842393745918,89.9,0,0
